year,fips_code,county_name,cropname,crop_category,yldunits,yield_value,prcp_1,prcp_2,prcp_3,prcp_4,prcp_5,prcp_6,prcp_7,prcp_8,prcp_9,prcp_10,prcp_11,prcp_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12,elev_r,slope_r,hzdept_r,hzdepb_r,ph1to1h2o_r,om_r,ec_r,cec7_r,awc_r,taxorder_Alfisols,taxorder_Aridisols,taxorder_Entisols,taxorder_Inceptisols,taxorder_Mollisols,taxorder_Vertisols,drainagecl_Moderately well drained,drainagecl_Poorly drained,drainagecl_Somewhat poorly drained,drainagecl_Well drained
2016,48065,CARSON,CORN,CEREAL GRAINS,BU / ACRE,168.5,0.4911290322580645,0.5530973451327433,0.8548387096774194,1.5391812865497077,3.9848101265822784,3.682876712328767,3.4285714285714284,6.224468085106382,1.873109243697479,1.6724409448818895,0.8645833333333334,0.9008064516129032,10.56,15.974358974358974,20.65274725274725,22.83292682926829,25.12386363636364,31.77439024390244,33.96363636363636,31.153086419753087,29.40875,25.15344827586207,18.67659574468085,12.4,-4.091764705882353,-1.5367088607594936,2.436263736263736,6.61219512195122,9.985227272727274,17.382926829268293,19.28068181818182,17.787654320987652,15.0225,9.70689655172414,2.772340425531915,-3.307407407407408,1006.9270833333334,7.141666666666667,0.0,31.479166666666668,7.776086956521738,1.7639130434782608,0.7456521739130436,18.097826086956523,0.1474468085106383,False,False,False,False,True,False,False,False,False,True
2015,48065,CARSON,CORN,CEREAL GRAINS,BU / ACRE,204.6,0.4911290322580645,0.5530973451327433,0.8548387096774194,1.5391812865497077,3.9848101265822784,3.682876712328767,3.4285714285714284,6.224468085106382,1.873109243697479,1.6724409448818895,0.8645833333333334,0.9008064516129032,10.56,15.974358974358974,20.65274725274725,22.83292682926829,25.12386363636364,31.77439024390244,33.96363636363636,31.153086419753087,29.40875,25.15344827586207,18.67659574468085,12.4,-4.091764705882353,-1.5367088607594936,2.436263736263736,6.61219512195122,9.985227272727274,17.382926829268293,19.28068181818182,17.787654320987652,15.0225,9.70689655172414,2.772340425531915,-3.307407407407408,1006.9270833333334,7.141666666666667,0.0,31.479166666666668,7.776086956521738,1.7639130434782608,0.7456521739130436,18.097826086956523,0.1474468085106383,False,False,False,False,True,False,False,False,False,True
2017,48069,CASTRO,CORN,CEREAL GRAINS,BU / ACRE,207.4,0.3895894428152492,0.305144694533762,0.5674486803519062,1.2024242424242424,2.498973607038123,2.308952959028832,2.148826979472141,2.4322580645161294,1.5625757575757575,1.8268722466960352,0.8348484848484847,0.3775659824046921,10.24882697947214,13.39983922829582,18.489149560117305,22.12136363636364,26.79134897360704,31.84772727272728,33.260410557184755,32.446774193548386,29.112272727272728,22.98958944281525,16.989545454545457,13.137683284457475,-5.869208211143695,-4.919935691318328,0.052932551319648,3.888939393939394,9.892375366568915,16.031969696969696,17.89677419354839,17.155865102639297,13.624848484848483,6.904985337243401,0.2845454545454545,-3.5890029325513195,1119.7878787878788,2.351515151515152,0.0,20.87878787878788,7.751515151515152,2.211818181818181,0.8878787878787879,21.97878787878788,0.1569696969696969,False,False,False,False,True,False,False,False,False,True
2015,48069,CASTRO,CORN,CEREAL GRAINS,BU / ACRE,205.7,0.3895894428152492,0.305144694533762,0.5674486803519062,1.2024242424242424,2.498973607038123,2.308952959028832,2.148826979472141,2.4322580645161294,1.5625757575757575,1.8268722466960352,0.8348484848484847,0.3775659824046921,10.24882697947214,13.39983922829582,18.489149560117305,22.12136363636364,26.79134897360704,31.84772727272728,33.260410557184755,32.446774193548386,29.112272727272728,22.98958944281525,16.989545454545457,13.137683284457475,-5.869208211143695,-4.919935691318328,0.052932551319648,3.888939393939394,9.892375366568915,16.031969696969696,17.89677419354839,17.155865102639297,13.624848484848483,6.904985337243401,0.2845454545454545,-3.5890029325513195,1119.7878787878788,2.351515151515152,0.0,20.87878787878788,7.751515151515152,2.211818181818181,0.8878787878787879,21.97878787878788,0.1569696969696969,False,False,False,False,True,False,False,False,False,True
2024,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,159.3,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2023,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,127.4,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2022,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,128.7,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2021,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,149.3,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2020,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,200.7,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2018,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,176.9,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2017,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,207.6,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2016,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,198.4,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2015,48111,DALLAM,CORN,CEREAL GRAINS,BU / ACRE,213.7,0.2982142857142857,0.1966480446927374,0.55922107674685,1.3493506493506495,2.1443916349809884,1.7856710393541877,2.708193668528864,2.559016393442623,1.4383838383838383,1.8540596094552928,0.688086642599278,0.3126040428061831,9.93641304347826,11.99119496855346,18.10122699386504,20.54812030075188,24.853571428571428,33.26896551724138,35.2624,32.5,30.369230769230768,23.87708333333333,16.129347826086956,10.039759036144575,-5.516022099447514,-4.860625000000001,-0.1150943396226415,3.503816793893129,8.49009009009009,16.071698113207546,18.723931623931627,16.513223140495867,13.75813953488372,6.7631578947368425,-0.4647727272727272,-5.95875,1274.8,2.171052631578948,0.0,25.26315789473684,7.75,1.1197368421052631,0.9026315789473685,13.31315789473684,0.14,True,False,False,False,False,False,False,False,False,True
2024,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,142.0,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2023,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,173.2,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2022,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,168.0,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2021,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,194.7,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2020,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,155.2,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2019,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,169.7,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2017,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,203.3,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
2016,48117,DEAF SMITH,CORN,CEREAL GRAINS,BU / ACRE,165.0,0.4566588785046729,0.3413619167717528,0.8465868263473053,1.338616352201258,2.3897142857142857,2.817093023255814,2.4269495412844035,1.8687777777777776,1.2463007159904536,1.8725840336134447,0.901578947368421,0.2948521358159912,9.914527027027027,13.525830258302582,18.64931972789116,22.751063829787235,27.531493506493508,32.81084745762712,34.901954397394135,33.61812297734628,29.896629213483145,23.10796460176991,17.165109034267914,12.72890365448505,-5.080677966101694,-3.9760147601476015,0.7819727891156463,4.590425531914894,10.218241042345277,16.81457627118644,18.97654723127036,18.03818770226537,14.191011235955056,7.136578171091445,0.5990624999999999,-3.4479999999999995,1159.795238095238,5.228571428571429,0.0,23.11904761904762,7.864285714285715,1.7957142857142858,0.8357142857142857,19.32857142857143,0.1488095238095238,False,False,False,False,True,False,False,False,False,True
